# The shapes a source reader takes — the P3, P14, P16 rows of docs/plans/MIGRATION-DEBT.tsv, classified.
# Generated by: python scripts/dev/bt-app-reader-shapes.py
# Read-only, re-runnable; the rows come out in the debt list's order.
# mechanical: yes = a converter can rewrite the site and a person need not read it; partial = a converter can propose the rewrite and a person must read the result; no = a person decides.
# row: the line of MIGRATION-DEBT.tsv this came from.
row	ticket	file	test	shape	reader	selectors	assertion	mechanical	reason
D0292	P3	crates/bt-app/src/main.rs	files_locate_door_tests::one_predicate_says_whether_a_card_has_a_window_to_become	B5-loop-over-literals	body	    fn file_peek_head_grasp(;    fn press_file_peek(	!contains,contains	partial	the selector arrives through a loop variable whose array is written out in full (signature, 2 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0293	P3	crates/bt-app/src/main.rs	files_locate_door_tests::opening_a_file_never_moves_the_files_tree	B5-loop-over-literals	body	    fn activate_files_row(;    fn open_preview(;    fn open_preview_at(;    fn open_preview_file(;    fn open_preview_file_on(;    fn open_preview_source_on(	!contains	partial	the selector arrives through a loop variable whose array is written out in full (signature, 6 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0294	P3	crates/bt-app/src/main.rs	files_locate_door_tests::re_rooting_is_reached_only_after_the_question_about_range	M2-file-and-body	SOURCE;body		contains,count,slice	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0295	P3	crates/bt-app/src/main.rs	files_locate_door_tests::the_disk_change_pill_stays_until_acted_on_and_a_save_confirmation_expires	B5-loop-over-literals	body	    fn close_pane_notice(;    fn reload_preview_from_disk(	!contains,contains,slice	partial	the selector arrives through a loop variable whose array is written out in full (signature, 2 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0296	P3	crates/bt-app/src/main.rs	files_locate_door_tests::trying_to_edit_a_read_only_page_floats_the_reason_for_two_seconds_with_a_way_out	B2-body-order	body	    fn press_notice(;    fn press_preview_body(;    fn preview_browse_key(;    fn preview_pill_say(;    fn refuse_preview_edit(;    fn turn(&mut self, now: Instant, application_clocks: bool)	contains,equals,order	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::press_notice, Runtime::press_preview_body, Runtime::preview_browse_key, Runtime::turn, left::preview_pill_say, left::refuse_preview
D0297	P3	crates/bt-app/src/main.rs	files_turn_wake_tests::a_turning_triangle_wakes_the_loop_from_every_tree_that_can_draw_one	W-whole-file	SOURCE;main.rs	;\n;\n    fn ;a float's own tree can turn a triangle and is never asked, so the \              loop goes idle mid-turn and the row keeps a shut triangle over its \              open children:\n{question};file_trees;files;float;fn strip_animation_work(;let files_turning;main.rs;the deadline asks whether a triangle is turning;the docked columns' caches are still asked:\n{question};the window has an 	contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0298	P14	crates/bt-app/src/main.rs	floated_page_tests::a_closed_window_is_dropped_only_once_its_pages_have_gone_or_the_bound_has	A-assembled-needle	fn_body	    fn close(;    fn reap_leaving_windows(	!contains,contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0299	P14	crates/bt-app/src/main.rs	floated_page_tests::a_closed_window_keeps_the_loop_turning_and_takes_no_turn_of_its_own	A-assembled-needle	fn_body	    fn about_to_wait_inner(;    fn for_each_window(	contains,position	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0300	P3	crates/bt-app/src/main.rs	floated_page_tests::a_floated_pages_hole_is_punched_above_the_float_that_carries_it	A-assembled-needle	fn_body	    fn float_body_rect(;    fn float_inset_body_rect(;    fn sync_web_page(	contains,equals	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0301	P3	crates/bt-app/src/main.rs	floated_page_tests::a_page_carried_into_a_float_is_what_typing_goes_into	A-assembled-needle	fn_body	    fn page_is_the_typing_target(;    fn page_with_the_keyboard(;    fn press_web_page(	contains,position	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0302	P14	crates/bt-app/src/main.rs	floated_page_tests::a_panic_leaves_by_the_same_road_as_a_shut	W-whole-file	SOURCE	#[cfg(debug_assertions)];\nfn install_;\n}\n;a crash leaves its windows on the screen to be ghosted:\n{hook};a crash reports something other than 101;a panic still walks out through the loader's teardown, which \                      is where a WebView2 host stops:\n{hook};and closed at column zero;and its guard;bt_platform::hide_every_;bt_platform::leave_;const PANIC_EXIT_CODE: i32 = 101;;every p	contains,position,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0303	P3	crates/bt-app/src/main.rs	floated_page_tests::a_press_on_a_pane_takes_the_keyboard_back_from_every_float	A-assembled-needle	fn_body	    fn focus_pane_at(	position	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0304	P3	crates/bt-app/src/main.rs	floated_page_tests::a_run_ends_with_its_last_visible_window_even_with_a_summon_hidden_behind_it	M2-file-and-body	MAIN;fn_body;main.rs	    fn close(;    fn reap_leaving_windows(;    fn retire_the_summon_with_the_run(;    fn windows_left_after(	!contains,contains,equals	no	the test asserts over the whole file *and* over a named body (the file half reads MAIN, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0305	P3	crates/bt-app/src/main.rs	floated_page_tests::a_summoned_window_is_not_shown_by_the_door_that_opens_it	A-assembled-needle	fn_body	    fn hide_quake_window(;    fn open_window(;    fn show_quake_window(	!contains,contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0306	P14	crates/bt-app/src/main.rs	floated_page_tests::a_window_nobody_can_see_does_not_keep_the_run_alive	A-assembled-needle	fn_body	    fn close(;    fn retire_the_summon_with_the_run(;    fn windows_left_after(	contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0307	P3	crates/bt-app/src/main.rs	floated_page_tests::a_window_that_is_shut_leaves_the_screen_before_the_process_does	A-assembled-needle	fn_body	    fn let_go_of_this_window(;    fn retire_window(	!contains,contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0308	P3	crates/bt-app/src/main.rs	floated_page_tests::every_window_this_process_opens_wears_its_band_before_it_is_shown	M2-file-and-body	SOURCE;fn_body	    fn dress_new_window(;    fn show_new_window(	!contains,contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0309	P14	crates/bt-app/src/main.rs	floated_page_tests::only_a_mac_keeps_an_application_standing_with_no_window_left	A-assembled-needle	fn_body	fn a_run_ends_with_its_last_visible_window(	contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0310	P14	crates/bt-app/src/main.rs	floated_page_tests::the_document_a_quit_wrote_is_not_written_over_by_the_teardown	A-assembled-needle	fn_body	    fn record_session(	contains,position	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0311	P14	crates/bt-app/src/main.rs	floated_page_tests::the_foreground_is_read_before_the_summon_and_handed_back_after_it	A-assembled-needle	fn_body	    fn dismiss_quake(;    fn summon_quake(	position	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `fn_body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0312	P3	crates/bt-app/src/main.rs	floated_page_tests::the_gear_on_the_summoned_terminal_opens_the_page_about_it	W-whole-file	SOURCE	every other window's gear stopped going through the dialog's own door:\n{arm};if self.is_quake_window();open_settings_on_row(settings::SettingsRow::QuakeHotkey);seats::ChromeTarget::PanelToggle;seats::ChromeTarget::Settings => {;self.toggle_settings_panel()?;the gear on the summoned terminal opens the dialog on whatever page it was last on, \              which is `General` on a fresh run:\n{arm};	contains,equals,position,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0313	P14	crates/bt-app/src/main.rs	floated_page_tests::the_process_leaves_by_the_one_road_a_webview2_host_may_take	W-whole-file	SOURCE	\nfn ;\n}\n;`fn main` is closed by a `}` at column zero;`fn main` is declared once, at column zero;`main` returns, and a returning WebView2 host does not leave:\n{body};bt_platform::leave_process(code);diagnostics::run_footer(;main() -> Result<()> {;nothing writes the run's last line:\n{body};the run's last line is written after the process has been told to \              stop, which is to say nev	position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
